Clients  100
Depots  20
BoundaryPoints  0
Cost [85,7] 39
Cost [85,8] 134
Cost [85,9] 112
Cost [85,10] 127
Cost [85,11] 69
Cost [85,12] 123
Cost [85,13] 67
Cost [85,14] 66
Cost [85,15] 28
Cost [85,16] 109
Cost [85,17] 29
Cost [85,18] 67
Cost [85,19] 65
Cost [85,20] 126
Cost [86,1] 85
Cost [86,2] 101
Cost [86,3] 180
Cost [86,4] 104
Cost [86,5] 178
Cost [86,6] 59
Cost [86,7] 124
Cost [86,8] 135
Cost [86,9] 16
Cost [86,10] 15
Cost [86,11] 68
Cost [86,12] 211
Cost [86,13] 136
Cost [86,14] 162
Cost [86,15] 104
Cost [86,16] 56
Cost [86,17] 106
Cost [86,18] 167
Cost [86,19] 165
Cost [86,20] 152
Cost [87,1] 133
Cost [87,2] 55
Cost [87,3] 62
Cost [87,4] 139
Cost [87,5] 130
Cost [87,6] 54
Cost [87,7] 67
Cost [87,8] 134
Cost [87,9] 112
Cost [87,10] 112
Cost [87,11] 97
Cost [87,12] 141
Cost [87,13] 94
Cost [87,14] 85
Cost [87,15] 24
Cost [87,16] 129
Cost [87,17] 64
Cost [87,18] 64
Cost [87,19] 19
Cost [87,20] 160
Cost [88,1] 181
Cost [88,2] 143
Cost [88,3] 84
Cost [88,4] 170
Cost [88,5] 80
Cost [88,6] 191
Cost [88,7] 88
Cost [88,8] 150
Cost [88,9] 232
Cost [88,10] 238
Cost [88,11] 154
Cost [88,12] 37
Cost [88,13] 59
Cost [88,14] 66
Cost [88,15] 154
Cost [88,16] 194
Cost [88,17] 125
Cost [88,18] 73
Cost [88,19] 186
Cost [88,20] 155
Cost [89,1] 44
Cost [89,2] 35
Cost [89,3] 29
Cost [89,4] 41
Cost [89,5] 14
Cost [89,6] 56
Cost [89,7] 20
Cost [89,8] 32
Cost [89,9] 67
Cost [89,10] 68
Cost [89,11] 42
Cost [89,12] 16
Cost [89,13] 7
Cost [89,14] 9
Cost [89,15] 48
Cost [89,16] 60
Cost [89,17] 29
Cost [89,18] 29
Cost [89,19] 63
Cost [89,20] 41
Cost [90,1] 142
Cost [90,2] 59
Cost [90,3] 36
Cost [90,4] 146
Cost [90,5] 118
Cost [90,6] 73
Cost [90,7] 44
Cost [90,8] 140
Cost [90,9] 133
Cost [90,10] 162
Cost [90,11] 99
Cost [90,12] 114
Cost [90,13] 78
Cost [90,14] 74
Cost [90,15] 41
Cost [90,16] 141
Cost [90,17] 47
Cost [90,18] 37
Cost [90,19] 53
Cost [90,20] 167
Cost [91,1] 11
Cost [91,2] 87
Cost [91,3] 169
Cost [91,4] 22
Cost [91,5] 105
Cost [91,6] 111
Cost [91,7] 104
Cost [91,8] 68
Cost [91,9] 77
Cost [91,10] 92
Cost [91,11] 47
Cost [91,12] 165
Cost [91,13] 104
Cost [91,14] 102
Cost [91,15] 135
Cost [91,16] 38
Cost [91,17] 103
Cost [91,18] 162
Cost [91,19] 206
Cost [91,20] 63
Cost [92,1] 43
Cost [92,2] 17
Cost [92,3] 11
Cost [92,4] 38
Cost [92,5] 30
Cost [92,6] 33
Cost [92,7] 8
Cost [92,8] 42
Cost [92,9] 50
Cost [92,10] 51
Cost [92,11] 33
Cost [92,12] 32
Cost [92,13] 15
Cost [92,14] 12
Cost [92,15] 28
Cost [92,16] 51
Cost [92,17] 15
Cost [92,18] 10
Cost [92,19] 31
Cost [92,20] 44
Cost [93,1] 97
Cost [93,2] 95
Cost [93,3] 110
Cost [93,4] 85
Cost [93,5] 17
Cost [93,6] 129
Cost [93,7] 83
Cost [93,8] 52
Cost [93,9] 144
Cost [93,10] 180
Cost [93,11] 104
Cost [93,12] 37
Cost [93,13] 48
Cost [93,14] 57
Cost [93,15] 144
Cost [93,16] 136
Cost [93,17] 93
Cost [93,18] 100
Cost [93,19] 175
Cost [93,20] 64
Cost [94,1] 102
Cost [94,2] 73
Cost [94,3] 28
Cost [94,4] 100
Cost [94,5] 73
Cost [94,6] 103
Cost [94,7] 44
Cost [94,8] 91
Cost [94,9] 133
Cost [94,10] 157
Cost [94,11] 101
Cost [94,12] 45
Cost [94,13] 42
Cost [94,14] 32
Cost [94,15] 84
Cost [94,16] 133
Cost [94,17] 58
Cost [94,18] 26
Cost [94,19] 78
Cost [94,20] 111
Cost [95,1] 30
Cost [95,2] 30
Cost [95,3] 62
Cost [95,4] 29
Cost [95,5] 54
Cost [95,6] 24
Cost [95,7] 40
Cost [95,8] 47
Cost [95,9] 3
Cost [95,10] 3
Cost [95,11] 24
Cost [95,12] 75
Cost [95,13] 48
Cost [95,14] 49
Cost [95,15] 39
Cost [95,16] 15
Cost [95,17] 35
Cost [95,18] 63
Cost [95,19] 57
Cost [95,20] 41
Cost [96,1] 59
Cost [96,2] 119
Cost [96,3] 146
Cost [96,4] 55
Cost [96,5] 40
Cost [96,6] 135
Cost [96,7] 111
Cost [96,8] 16
Cost [96,9] 149
Cost [96,10] 139
Cost [96,11] 85
Cost [96,12] 100
Cost [96,13] 84
Cost [96,14] 93
Cost [96,15] 143
Cost [96,16] 96
Cost [96,17] 109
Cost [96,18] 148
Cost [96,19] 192
Cost [96,20] 18
Cost [97,1] 31
Cost [97,2] 26
Cost [97,3] 25
Cost [97,4] 24
Cost [97,5] 9
Cost [97,6] 37
Cost [97,7] 17
Cost [97,8] 22
Cost [97,9] 50
Cost [97,10] 52
Cost [97,11] 26
Cost [97,12] 11
Cost [97,13] 7
Cost [97,14] 7
Cost [97,15] 38
Cost [97,16] 38
Cost [97,17] 22
Cost [97,18] 24
Cost [97,19] 41
Cost [97,20] 28
Cost [98,1] 119
Cost [98,2] 85
Cost [98,3] 45
Cost [98,4] 112
Cost [98,5] 73
Cost [98,6] 111
Cost [98,7] 57
Cost [98,8] 101
Cost [98,9] 177
Cost [98,10] 165
Cost [98,11] 106
Cost [98,12] 40
Cost [98,13] 48
Cost [98,14] 38
Cost [98,15] 96
Cost [98,16] 141
Cost [98,17] 67
Cost [98,18] 42
Cost [98,19] 107
Cost [98,20] 126
Cost [99,1] 35
Cost [99,2] 13
Cost [99,3] 13
Cost [99,4] 31
Cost [99,5] 26
Cost [99,6] 27
Cost [99,7] 4
Cost [99,8] 32
Cost [99,9] 46
Cost [99,10] 46
Cost [99,11] 25
Cost [99,12] 26
Cost [99,13] 13
Cost [99,14] 10
Cost [99,15] 18
Cost [99,16] 38
Cost [99,17] 9
Cost [99,18] 11
Cost [99,19] 29
Cost [99,20] 41
Cost [100,1] 19
Cost [100,2] 29
Cost [100,3] 38
Cost [100,4] 16
Cost [100,5] 7
Cost [100,6] 42
Cost [100,7] 28
Cost [100,8] 5
Cost [100,9] 41
Cost [100,10] 44
Cost [100,11] 27
Cost [100,12] 28
Cost [100,13] 18
Cost [100,14] 20
Cost [100,15] 48
Cost [100,16] 32
Cost [100,17] 29
Cost [100,18] 38
Cost [100,19] 55
Cost [100,20] 11
Coord Client [1] 67 , 28
Coord Client [2] 60 , 84
Coord Client [3] 35 , 59
Coord Client [4] 29 , 87
Coord Client [5] 74 , 42
Coord Client [6] 37 , 27
Coord Client [7] 72 , 88
Coord Client [8] 4 , 45
Coord Client [9] 86 , 90
Coord Client [10] 6 , 76
Coord Client [11] 42 , 99
Coord Client [12] 6 , 58
Coord Client [13] 56 , 66
Coord Client [14] 90 , 24
Coord Client [15] 24 , 70
Coord Client [16] 33 , 60
Coord Client [17] 31 , 2
Coord Client [18] 45 , 36
Coord Client [19] 46 , 17
Coord Client [20] 67 , 71
Coord Client [21] 74 , 92
Coord Client [22] 58 , 64
Coord Client [23] 11 , 77
Coord Client [24] 30 , 88
Coord Client [25] 63 , 92
Coord Client [26] 19 , 75
Coord Client [27] 15 , 4
Coord Client [28] 37 , 78
Coord Client [29] 71 , 11
Coord Client [30] 76 , 3
Coord Client [31] 31 , 66
Coord Client [32] 42 , 40
Coord Client [33] 74 , 36
Coord Client [34] 76 , 32
Coord Client [35] 51 , 47
Coord Client [36] 13 , 3
Coord Client [37] 44 , 69
Coord Client [38] 71 , 77
Coord Client [39] 28 , 78
Coord Client [40] 96 , 99
Coord Client [41] 23 , 44
Coord Client [42] 13 , 23
Coord Client [43] 65 , 57
Coord Client [44] 55 , 25
Coord Client [45] 92 , 72
Coord Client [46] 77 , 24
Coord Client [47] 17 , 44
Coord Client [48] 82 , 60
Coord Client [49] 63 , 30
Coord Client [50] 6 , 93
Coord Client [51] 26 , 22
Coord Client [52] 30 , 37
Coord Client [53] 85 , 80
Coord Client [54] 38 , 26
Coord Client [55] 3 , 66
Coord Client [56] 7 , 60
Coord Client [57] 17 , 2
Coord Client [58] 70 , 27
Coord Client [59] 11 , 69
Coord Client [60] 34 , 22
Coord Client [61] 16 , 59
Coord Client [62] 80 , 51
Coord Client [63] 34 , 5
Coord Client [64] 60 , 68
Coord Client [65] 58 , 36
Coord Client [66] 94 , 68
Coord Client [67] 22 , 44
Coord Client [68] 70 , 2
Coord Client [69] 65 , 31
Coord Client [70] 81 , 15
Coord Client [71] 45 , 31
Coord Client [72] 54 , 52
Coord Client [73] 31 , 69
Coord Client [74] 9 , 95
Coord Client [75] 12 , 2
Coord Client [76] 8 , 5
Coord Client [77] 46 , 81
Coord Client [78] 96 , 34
Coord Client [79] 27 , 1
Coord Client [80] 79 , 10
Coord Client [81] 81 , 74
Coord Client [82] 37 , 10
Coord Client [83] 76 , 20
Coord Client [84] 94 , 2
Coord Client [85] 74 , 63
Coord Client [86] 93 , 9
Coord Client [87] 95 , 81
Coord Client [88] 21 , 83
Coord Client [89] 25 , 64
Coord Client [90] 71 , 80
Coord Client [91] 46 , 11
Coord Client [92] 51 , 74
Coord Client [93] 5 , 55
Coord Client [94] 36 , 88
Coord Client [95] 87 , 6
Coord Client [96] 7 , 22
Coord Client [97] 22 , 64
Coord Client [98] 29 , 88
Coord Client [99] 54 , 70
Coord Client [100] 18 , 34
Coord Depot  [1] 43 , 12
Coord Depot  [2] 66 , 51
Coord Depot  [3] 55 , 91
Coord Depot  [4] 38 , 17
Coord Depot  [5] 13 , 47
Coord Depot  [6] 87 , 41
Coord Depot  [7] 52 , 63
Coord Depot  [8] 16 , 24
Coord Depot  [9] 85 , 4
Coord Depot  [10] 88 , 2
Coord Depot  [11] 61 , 29
Coord Depot  [12] 8 , 77
Coord Depot  [13] 35 , 60
Coord Depot  [14] 36 , 63
Coord Depot  [15] 88 , 65
Coord Depot  [16] 64 , 6
Coord Depot  [17] 60 , 55
Coord Depot  [18] 53 , 91
Coord Depot  [19] 94 , 93
Coord Depot  [20] 17 , 16
Max Distance Cover 25
